name,lon,lat,code,fclass,osm_id
خانه خشت و رنگ,54.37004543986339,31.903365606268434,2721,attraction,17437301
,54.36946805,31.90355515,2204,park,1359901709
بقعه دوازده امام,54.37008439420327,31.904933881617296,2723,monument,1270438981
زندان اسکندر,54.37061819431336,31.90518169266774,2721,attraction,17437311
زندان اسکندر,54.37061819431336,31.90518169266774,2721,attraction,17437311
خانه عروسک ها,54.36949580699585,31.899933266577946,2722,museum,1270438991
پارک فرهان,54.38640251926457,31.817808555362923,2204,park,1275177561
,54.35723795212717,31.849147486636237,2204,park,1359901709
,54.357748760688665,31.84922822077439,2204,park,1359901709
مرکز عروس محبوبه زینلی,54.383051004137435,31.865948982894437,2561,hairdresser,1320346530
نمایندگی مدیران خودرو ایوبی,54.36432768236515,31.87105034449664,2541,car_dealership,1347107015
دانشکده پیراپزشکی شهید صدوقی یزد,54.34995385698122,31.8672592455639,2081,university,1359799300
سالن ورزشی,54.349624532494325,31.86652293639563,2251,sports_centre,1359799302
زمین فوتبال,54.34989374686455,31.867137343574512,2252,pitch,1359799304
,54.35205053947913,31.846759942714417,2204,park,1359901709
کافه ساده | cafe saadeh,54.37388502188119,31.90275717006811,2303,cafe,1365500629
عینک تندیس Tandis Optication,54.35851196008881,31.881128729271754,2519,optician,1429709248
name,lon,lat,code,fclass,osm_id
بهارستان,54.364383,31.8889116,2301,restaurant,27293287
بهشتی,54.3645336,31.8891929,2401,hotel,1241954395
بانک ملت,54.3739898,31.8357799,2601,bank,6145548118
بانک ایران زمین,54.3722872,31.8373123,2601,bank,4289122891
بانک صادرات,54.3753736,31.8359868,2601,bank,7312875113
پلی‌کلینیک آموزشی درمانی بقائی‌پور,54.3761879,31.8240317,2111,clinic,2868216894
درمانگاه شبانه روزی کوثر,54.388092,31.8326398,2111,clinic,2903451882
بانک صادرات,54.3866002,31.8318354,2601,bank,7312875113
دخمه زرتشتیان,54.3559371,31.8223336,2721,attraction,5685182970
دبستان دولتی ادب,54.374613,31.8987241,2082,school,2997114178
طلا و نقره علی سلطانی,54.3668523,31.8956557,2520,jeweller,2997325590
بانک صادرات,54.3736524,31.8977754,2601,bank,7312875113
بانک رفاه,54.3742586,31.8975249,2601,bank,6424247685
داروخانه فرخی,54.360797,31.8874484,2101,pharmacy,2999419460
کتاب فروشی فرهنگ,54.35715,31.8876089,2515,bookshop,2999421533
خوان دوحد,54.3772967,31.889055,2301,restaurant,3244104451
آب انبار رستم گیو,54.3744068,31.8860192,2721,attraction,3244104566
هتل سنتی سروش,54.3755241,31.8881213,2401,hotel,3244128814
بانک مسکن,54.3807209,31.8797161,2601,bank,4232393341
بانک ملت,54.3837212,31.8820085,2601,bank,6145548118
بانک سپه,54.3868758,31.8836632,2601,bank,6484133385
آب انبار شش بادگیر,54.3677733,31.8875138,2721,attraction,3244255580
محل اقامت سالاری های زرتشتی,54.3566897,31.8245163,2721,attraction,3244267979
تجارت,54.3806379,31.860053,2601,bank,3244267997
هتل جاده ابریشم,54.3702793,31.900577,2401,hotel,3255099841
ونیز,54.3699825,31.9004098,2303,cafe,3524797228
یزد وی ای پی اپ,54.3825922,31.881193,2546,computer_shop,3536866306
دنیای نرم افزارموبایل,54.3825328,31.8812244,2525,mobile_phone_shop,3662687802
رستوران آریانا,54.3875138,31.8334139,2301,restaurant,3686014912
بابکان,54.3664783,31.8297424,2501,supermarket,3688646537
پارسلی,54.379432,31.827535,2301,restaurant,3688697348
رستاک,54.3764089,31.8360389,2515,bookshop,3688767699
کشاورزی,54.3648286,31.8297676,2602,atm,3690396132
نانوایی تنوری,54.3660083,31.8269718,2502,bakery,12038653968
کرنوپیچ,54.3666286,31.841926,2302,fast_food,3690396143
سپه,54.3796837,31.8382402,2602,atm,3690396145
هتل سنتی والی,54.3700867,31.8957458,2401,hotel,3782277632
هتل سنتی شرق,54.3694026,31.900148,2401,hotel,3784822001
بیمارستان مجیبیان,54.3777046,31.8711327,2110,hospital,3859865528
موزه سکه و مردم شناسی حیدرزاده,54.3723477,31.9050581,2722,museum,3866933680
میدان نخل,54.3702002,31.9016812,2721,attraction,3866935543
بانک اقتصاد نوین,54.3751408,31.8348851,2601,bank,4109904395
موسسه ثامن الحجج,54.3751978,31.834813,2601,bank,4110083789
اداره پست,54.3744936,31.8355525,2005,post_office,4111314395
بانک تجارت,54.3738657,31.8358525,2601,bank,6145548117
مرکز خدمات یونیک,54.3817723,31.8561824,2525,mobile_phone_shop,4124471291
هتل و رستوران سنتی خوان دوحد,54.3768965,31.8889821,2401,hotel,4129986975
قهوه خانه سنتی,54.3692498,31.901732,2303,cafe,4190029207
حمام خان,54.3641237,31.8954911,2301,restaurant,4203811489
مسافرخانه نارنجستان,54.3663046,31.8933095,2404,guesthouse,4230246236
بانک مسکن,54.347132,31.8482082,2601,bank,4232393341
رستوران گل سرخ,54.352524,31.8544015,2301,restaurant,4235953993
اندیشه سبز,54.3580598,31.8436021,2515,bookshop,4247156064
بانک تجارت,54.3877947,31.833075,2601,bank,6145548117
نیو استار,54.3840024,31.840872,2301,restaurant,4247246838
ساندویچ بهارستان,54.370948,31.8823755,2301,restaurant,4247301738
بانک سپه,54.3625275,31.8422128,2601,bank,6484133385
فروشگاه توحید,54.374013,31.8480342,2501,supermarket,4247354485
رستوران سایت,54.3539611,31.8424924,2301,restaurant,4247409122
رستوران کوروش,54.3692101,31.8542557,2301,restaurant,4273661589
دانشگاه پیام نور استان یزد,54.3623878,31.8574198,2081,university,4287275017
پیتزا نوژ,54.3594847,31.8448653,2302,fast_food,4289019191
کافه بن بست,54.3575624,31.8453767,2303,cafe,4289019192
فلافل فلاسیس,54.3596437,31.8450372,2302,fast_food,4289020094
فلافل لبنان,54.3522141,31.8437989,2302,fast_food,4289020393
فلافل مامان جون,54.351416,31.843852,2302,fast_food,4289020394
سوپر تارا,54.3521612,31.8438425,2501,supermarket,4289020492
دکتر سهیلا میرجلیلی,54.3584082,31.8433884,2120,doctors,4289067491
ساندویچ ممتاز,54.3589213,31.8459911,2302,fast_food,4289067493
سوپر میوه جوان,54.3522463,31.8437354,2528,greengrocer,4289075690
رستوران آنیس,54.3566644,31.8428929,2301,restaurant,4289075692
باغ درکه,54.3570692,31.8429192,2541,car_dealership,4289075693
باغ درکه,54.3570692,31.8429192,2541,car_dealership,4289075693
پیتزا میتزا,54.3594736,31.8453102,2302,fast_food,4289075694
سوپر تک,54.3589739,31.8459319,2501,supermarket,4289075695
کافه چوبی,54.35894,31.8463609,2303,cafe,4289075696
مرکز ذرت یزد,54.3602792,31.8465217,2303,cafe,4289075697
پیتزا پ پ,54.3538968,31.8429016,2302,fast_food,4289087690
میوه نارنج,54.3595627,31.8452404,2528,greengrocer,4289087691
کفش صورتی,54.3592885,31.8454779,2517,shoe_shop,4289087692
۳۶۱ درجه,54.3589796,31.8460943,2512,clothes,4289087693
بال اسپرت,54.3591326,31.8467664,2522,sports_shop,4289087694
عینک پروفسور,54.3595697,31.8443583,2519,optician,4289087696
برج و بارو,54.3531991,31.8431406,2301,restaurant,4289094790
سطل های یازیافت,54.3603747,31.8461095,2030,recycling,4289118990
داروخانه دکتر کرامتی,54.3517678,31.8444958,2101,pharmacy,4289119689
چیستا رایانه,54.3591926,31.8445738,2546,computer_shop,4289119690
کامپیوتر ترافیک,54.3549402,31.8426866,2546,computer_shop,4289120389
درمانگاه کسری,54.3588886,31.8443442,2111,clinic,4289121689
ساندویچ میثم,54.3585812,31.8472766,2302,fast_food,4289121690
داروخانه دکتر حیدری,54.3602142,31.8450189,2101,pharmacy,4289121692
پیتزا کالج,54.3589648,31.8443729,2302,fast_food,4289122589
سوپر دانشجو,54.3591376,31.8445248,2501,supermarket,4289122889
بانک ایران زمین,54.3589845,31.8465723,2601,bank,4289122891
پیرایش سان,54.360502,31.8466867,2561,hairdresser,4289128089
بانک ملی,54.3479635,31.8408517,2601,bank,11944115490
خوابگاه یزدیان,54.3360575,31.8565389,2422,camp_site,4292058390
سوپر مارکت جواد الائمه,54.3704933,31.8300576,2501,supermarket,4296753892
نانوایی جواد الائمه,54.3704522,31.8298928,2502,bakery,4296788989
آبمیوه مانی,54.3660929,31.839536,2518,beverages,4304852394
پردیس خوابگاهی٢,54.3620799,31.8443524,2012,community_centre,4304920090
آبمیوه پانی,54.3674122,31.8393359,2518,beverages,4304939289
دراگون,54.3665949,31.8406776,2302,fast_food,4304939489
فروشگاه دکورال,54.3722974,31.8476705,2521,gift_shop,4316008389
هتل لاله,54.3707373,31.8872855,2401,hotel,4330875790
دبیرستان دخترانه هفتم تیر,54.3778806,31.837526,2082,school,4333928699
خورشید,54.3676847,31.8392935,2505,department_store,4333928701
سوپر فرهاد,54.3274429,31.8474527,2501,supermarket,4333928793
درمانگاه ایران مهر,54.3293999,31.849254,2111,clinic,4333981593
نوژ,54.3595915,31.8449569,2302,fast_food,4333988890
هتل رز,54.3660151,31.8884445,2401,hotel,4346351936
سالار,54.3762936,31.835683,2303,cafe,4348281289
داروخانه شبانه روزی دکتر سهروردی,54.3856821,31.8440285,2101,pharmacy,4362369191
دوربین کنترل سرعت,54.4078426,31.7967386,2907,camera_surveillance,4366895713
ساعت مارکار,54.3682998,31.8838072,2721,attraction,4377503094
لاله,54.3969385,31.812318,2501,supermarket,4380984991
اویژه,54.3924267,31.816571,2501,supermarket,4380984992
سوپر مارکت مسعود,54.4048464,31.8171792,2501,supermarket,4381005491
اریا,54.3949352,31.8118596,2501,supermarket,4393035129
اقامتگاه توریستی واحه یزد,54.3720936,31.901399,2405,hostel,4394356390
مهد کودک گلهای بهشت,54.3951309,31.8188445,2083,kindergarten,4405282994
Friendly house hotel,54.3703514,31.9021209,2401,hotel,4409374292
مرکز بازرگانی تیراژه,54.3762035,31.8769978,2546,computer_shop,4415598390
خانه اسکندر,54.3704422,31.902308,2401,hotel,4435663490
کرامت,54.3660526,31.8905625,2303,cafe,4451778694
مهمانخانه امیر چخماق,54.369227,31.8933083,2405,hostel,4451809094
بوم گردی خواجه خضر,54.3662384,31.8908559,2404,guesthouse,4451840889
ملک التجار,54.3680696,31.8948233,2401,hotel,5687080999
رستوران شاه نشین,54.3644611,31.8708562,2301,restaurant,4471788289
فروشگاه مهدیه,54.3740524,31.9029888,2501,supermarket,4496383792
میدان امیرچخماق,54.3694243,31.8938631,2721,attraction,4510445690
هتل جنگل,54.3722046,31.9048383,2401,hotel,4510519790
فرهنگ هتل,54.3651579,31.8890297,2405,hostel,4520705289
مجتمع اموزشی سیدالشهدا,54.3885175,31.8235521,2082,school,4528492500
اقامتگاه کلوت,54.3694811,31.8991613,2405,hostel,4542951288
عمارت ناجی,54.391459,31.8318584,2721,attraction,4551168689
پاچینی,54.3695435,31.837065,2302,fast_food,4555972390
رستوران یکتابخت,54.3607888,31.8765251,2301,restaurant,4568138950
نانوایی,54.3649152,31.8709045,2502,bakery,6145486553
بانک صادرات,54.3864541,31.8956952,2601,bank,7312875113
بانک سپه,54.3729037,31.836513,2601,bank,6484133385
بانک ملی,54.3878857,31.8420516,2601,bank,11944115490
اداره پست منتظرقائم,54.3682748,31.8817838,2005,post_office,4599784189
بیمارستان مادر,54.3604179,31.8761009,2110,hospital,4606679589
مرکز مطالعات وتحقیقات ناباروری یزد,54.3848794,31.8333922,2110,hospital,4621578592
پرواز تفریحی پاراگلایدر,54.3708536,31.8997675,2721,attraction,4639327689
مرکز آموزشی رفاهی فرهنگیان شهید دادرس یزد,54.3816019,31.8620585,2401,hotel,4640215006
ستاد اسکان فرهنگیان یزد,54.381838,31.8615427,2401,hotel,4640215007
هنرستان فنی شهید چمران,54.3822958,31.8618826,2082,school,4669288398
مدرسه حاجی حسنی,54.3819608,31.8696924,2082,school,4674540667
مجتمع آموزشی اختر دانش یزد,54.3755779,31.8680727,2082,school,4674542410
دبیرستان دخترانه علوم و معارف قرانی,54.3637687,31.8887013,2082,school,4674555733
دبیرستان پسرانه جیحون,54.3776162,31.9044101,2082,school,4674559336
بازار مسگرها,54.3652314,31.8969708,2016,market_place,4680582330
مسافرخانه کوله پشتی,54.3699778,31.8940827,2405,hostel,4785477822
موقوفه سرای خان کهنه سرای دوم (بازار طلا فروشان یزد),54.3678673,31.8957336,2721,attraction,4786884183
موقوفه سرای خان کهنه سرای دوم (بازار طلا فروشان یزد),54.3678673,31.8957336,2721,attraction,4786884183
هایپر مارکت طاق بستان,54.3339735,31.8550617,2501,supermarket,4787959721
کافی شاپ دیدار,54.3675963,31.8954464,2303,cafe,4790390865
آینهٔ بخت برادران کلمندی,54.3677084,31.8953496,2544,furniture_shop,4790399480
جواهری امیری,54.367713,31.8953997,2520,jeweller,4790409837
موقوفه سرای خان کهنه سرای اول,54.3676097,31.8958825,2721,attraction,4790420746
پارک هستی,54.3774186,31.8779632,2302,fast_food,4791856123
دوچرخه فروشی,54.3753696,31.8778076,2542,bicycle_shop,4792946824
هتل سنتی باغ مرشد,54.3705506,31.8844765,2401,hotel,4808190630
رستوران توت فرنگی,54.3727765,31.8667496,2301,restaurant,4810756521
فروشگاه آی تکنولوژی,54.3769808,31.8719821,2525,mobile_phone_shop,4824532621
کبابی باباکوهی,54.3490017,31.8751029,2301,restaurant,4886270621
پانیذ کباب ترکی,54.3848841,31.8413293,2302,fast_food,4891132326
موزه زرتشتیان یزد,54.367299,31.881628,2722,museum,4894698021
نانوایی,54.3846095,31.8416442,2502,bakery,6145486553
اقامتگاه بومگردی هفت یازده,54.3768828,31.9022016,2405,hostel,4942925622
مجتمع علمی پژوهشی امام صادق,54.3864501,31.8966744,2007,library,4946966437
کامپیوتر ستاک,54.3564589,31.8853297,2546,computer_shop,4988054921
بلنسی,54.3751247,31.8426286,2301,restaurant,4992928722
آرایشگاه,54.3697727,31.8929267,2561,hairdresser,4997445321
کلینیک تخصصی صبا,54.3821227,31.8500074,2111,clinic,5005160621
مطب دکتر محمد حسین آنتیک چی,54.3759831,31.879786,2120,doctors,5005161321
مطب دکتر محمد حسین ارجمند,54.3754574,31.8797422,2120,doctors,5006814785
داروخانه دکتر ذبیحی,54.3809815,31.8599496,2101,pharmacy,5035014721
موزه آب,54.3684303,31.8949968,2722,museum,5056972686
سالن زیبایی دلارام,54.3794342,31.8416572,2529,beauty_shop,5060396922
هتل هفت یازده,54.3769632,31.9021315,2401,hotel,5078153121
بانک ملی,54.3414066,31.852888,2601,bank,11944115490
chichak gallery,54.3692252,31.9015847,2725,artwork,5110353222
ترمه رضایی,54.3691006,31.9011183,2521,gift_shop,5110353423
Rezaei Termeh,54.3675205,31.8953849,2725,artwork,5110353424
نمایندگی مجاز تویوتا و رنو توانگر,54.4010168,31.8735013,2541,car_dealership,5110355522
نانوایی تافتون,54.3389359,31.856009,2502,bakery,5116662923
فرماندهی انتظامی شهرستان یزد,54.3720276,31.8999997,2001,police,5121868623
بانک ملی,54.3738651,31.8995752,2601,bank,11944115490
کاریزما,54.3690716,31.9019305,2303,cafe,5158268621
دبستان دینیاری,54.3738994,31.8840055,2082,school,5163398881
اقامتگاه بوم گردی خشت آباد,54.3737036,31.8957499,2404,guesthouse,5163698105
اقامتگاه بوم گردی رخشین,54.3662899,31.8865267,2404,guesthouse,5163698106
هتل سنتی فیروزه یزد,54.3745941,31.8973485,2401,hotel,5173758083
سبزیجات اماده بهار,54.3591458,31.8468703,2528,greengrocer,5174108624
سبزیجات اماده کاکوتی,54.3694434,31.8462343,2528,greengrocer,5174109809
سبزیجات اماده ترنج,54.3732875,31.8477899,2528,greengrocer,5174127461
سبزی خرد کنی,54.3698837,31.8510754,2528,greengrocer,5174128843
هتل تاریخی لب خندق,54.366172,31.8986511,2401,hotel,5175199765
آب انبار گلشن,54.3708122,31.8877337,2721,attraction,5204831850
قلعه اسدان ستی پیر (اسدان),54.3872058,31.9115297,2721,attraction,5204897725
اقامتگاه بوم گردی خانه خورشید,54.3690661,31.9021601,2404,guesthouse,5204897733
خانه وزیری,54.3691975,31.9023445,2721,attraction,5204897734
خانه حظیره یزد,54.3693182,31.9028842,2721,attraction,5204897736
حمام سنتی میرزا رضا,54.3705654,31.9028341,2721,attraction,5204897737
داروخانه,54.3763871,31.8248053,2101,pharmacy,11949178792
فروشگاه همایی راد,54.3865862,31.8796622,2511,convenience,5240248535
Nemona Sandwich,54.374513,31.9036231,2302,fast_food,5242697521
کمپ آزاد,54.3713178,31.9047905,2424,caravan_site,5243086221
خانه سه نیک,54.3729262,31.8826521,2401,hotel,5268198423
Falafel Restaurant,54.3705407,31.8932728,2302,fast_food,5293790225
دوج برگر,54.3604565,31.8208851,2301,restaurant,5307868421
شاه مردان,54.3787024,31.8659643,2301,restaurant,5431931021
کافه عدسی پناهنده,54.3658015,31.8962237,2303,cafe,5431931022
حمام عمومی میرزا رضا,54.3704055,31.9028648,2721,attraction,5448172330
کافه,54.3726313,31.8807263,2303,cafe,5448179522
میوه فروشی,54.3391516,31.8558412,2528,greengrocer,5455972621
مرکز خرید مادر,54.3390571,31.8559515,2501,supermarket,5456000621
عینک مرکزی بی نظیر,54.3669844,31.8878998,2519,optician,5461625934
مطب دکتر کامجو/دکتر فخرالدینی,54.3631544,31.814348,2111,clinic,5467541621
سبزی آماده,54.3390463,31.8559786,2541,car_dealership,5484420621
قصابی,54.3390316,31.8560091,2516,butcher,5484420821
خانه بوم‌گردی سیگاری,54.3703393,31.8963193,2405,hostel,5511705231
شیرینی سنتی یزد,54.3822964,31.8397165,2502,bakery,5513794221
بانک ملت,54.3804858,31.8531789,2601,bank,6145548118
جواهری علیخانی,54.3684821,31.8961454,2520,jeweller,5542903314
جواهری رادنیا,54.36427,31.88709,2520,jeweller,5576661770
زورخانه صاحب الزمان(عج),54.3693189,31.8943877,2252,pitch,5586787321
آژانس مسافرتی ایرانیان,54.3728522,31.8917371,2567,travel_agent,5589039821
هتل کوروش,54.3709154,31.9043537,2529,beauty_shop,5592460221
مامورسرا مخابرات یزد,54.3819729,31.8711388,2406,chalet,5596885421
بانک صادرات,54.3731821,31.8803593,2601,bank,7312875113
هتل ترمه,54.370432,31.9016452,2401,hotel,5627447521
آیسا مبل,54.3778895,31.8693406,2544,furniture_shop,5619823023
بانک صادرات,54.3808175,31.8620146,2601,bank,7312875113
بانک صادرات,54.3860454,31.8436432,2601,bank,7312875113
شهداد,54.3706712,31.9026178,2401,hotel,5619849123
هتل ترمه,54.3704996,31.9016551,2401,hotel,5627447521
Padiav Home,54.3726514,31.9029199,2404,guesthouse,5630173221
هتل سنتی علی بابا,54.3694845,31.9012811,2401,hotel,5644421680
کارواش,54.3806712,31.8485976,2564,car_wash,5678001459
فروشگاه جعفری,54.3796402,31.8471877,2543,doityourself,5678004518
آژانس مسافرتی,54.381061,31.84535,2567,travel_agent,5678010546
نانوایی سنگک,54.3798116,31.8465831,2502,bakery,12030231108
میوه یاسی,54.3792484,31.8468597,2528,greengrocer,5678016881
سوپر مارکت,54.3803935,31.8458382,2501,supermarket,6428512586
رستوران نگین,54.3859469,31.8533185,2301,restaurant,5678022289
ساندویچ بهار,54.381191,31.8603259,2301,restaurant,5678029325
نانوایی ماشینی,54.3811675,31.8604267,2502,bakery,11757127043
سوپر مارکت,54.3812063,31.8603014,2501,supermarket,6428512586
سوپر مارکت,54.3801237,31.8621134,2501,supermarket,6428512586
بانک دی,54.3799617,31.8626446,2601,bank,5678040930
بانک قوامین,54.3799949,31.8625864,2601,bank,6776356871
بانک ملی,54.3800325,31.8624569,2601,bank,11944115490
رستوران,54.3800413,31.8623649,2301,restaurant,5678046057
فست فود تاکو,54.377976,31.8318267,2302,fast_food,5684278045
شب خوب,54.3869839,31.8399974,2302,fast_food,5684327360
آتشکده زرتشتیان,54.3729294,31.8809849,2721,attraction,5685060623
فروشگاه محصولات اپل iStore,54.3624605,31.8402421,2525,mobile_phone_shop,5685144968
دانشگاه غیر انتفاعی امام جواد ع,54.3727134,31.829782,2081,university,5685144970
دانشگاه علمی کاربردی جوادالایمه,54.3616662,31.8222953,2081,university,5685144971
هنل صفاییه,54.3779001,31.8400778,2401,hotel,5685182968
دخمه زرتشتیان,54.3576005,31.8240481,2721,attraction,5685182970
پارک بزرگ شهر - مارکار,54.3970958,31.8764918,2204,park,5685182971
ملک التجار,54.3656399,31.8955233,2401,hotel,5687080999
پیتزا فروتن,54.3478427,31.8768533,2302,fast_food,5687150052
داروخانه شبانه روزی دکتر شفیعی,54.3705098,31.8381677,2101,pharmacy,5687363901
کلینیک دندانپزشکی ایران,54.3607924,31.8205537,2121,dentist,5687363902
سینما تک,54.3780064,31.8317482,2203,cinema,5687363903
مرکز خرید آریا,54.3791939,31.8309945,2504,mall,5687363904
استخر عدالت,54.3557149,31.8647938,2253,swimming_pool,5687363905
KFC,54.3624127,31.841222,2302,fast_food,5687700931
بال و بازو کبابی,54.3652138,31.8235374,2306,food_court,5687726461
ورودی دانش دانشگاه یزد,54.3552615,31.8389346,2081,university,5687756112
دانشگاه علمی کاربردی دارالعلم,54.361701,31.8540066,2081,university,5687913779
هلچین,54.3706443,31.8493341,2529,beauty_shop,5716980721
Ab Mive,54.3659291,31.890779,2303,cafe,5731762794
هتل سنتی پارس,54.374354,31.9059455,2401,hotel,5865382786
ورودی فناوری دانشگاه یزد,54.3612224,31.8398642,2081,university,5867587337
Yazd Hostel,54.367724,31.8982835,2405,hostel,5894259586
Cafe Gram,54.3693111,31.8936534,2303,cafe,5894867985
Supermarkt,54.3692394,31.9008056,2501,supermarket,5896314985
فروشگاه عقیق,54.4011549,31.8163598,2501,supermarket,5896729086
ورودی گرانیتی - درب اصلی دانشگاه یزد,54.3619654,31.8368906,2081,university,5907654659
آب آشامیدنی,54.368051,31.8962878,2903,drinking_water,5926529615
Labkhand Fast Food,54.3707758,31.8979868,2302,fast_food,5933717945
Sitasafar,54.3710575,31.892641,2567,travel_agent,5963759286
دبیرستان پسرانه دوره دوم امام حسین(ع),54.35449,31.8753768,2082,school,5987103986
هتل ترنج,54.3710954,31.9032229,2401,hotel,5994562285
سبزیجات آماده نارنج,54.3795571,31.8474805,2528,greengrocer,5994630506
سلف سرویس کربلا,54.3706266,31.8929642,2302,fast_food,6031601085
Café Bistrow,54.3666876,31.8395654,2303,cafe,6052335585
فست فود ابوذر,54.3620703,31.844548,2302,fast_food,6080996885
قهوه خانه و قلیان سرا,54.3546279,31.8534483,2303,cafe,6080996985
بانک ملی,54.3760409,31.8541334,2601,bank,11944115490
دفتر تورهای پیاده روی رایگان,54.3703867,31.9018184,2721,attraction,6126548151
پادمهر,54.3542098,31.8539244,2501,supermarket,6138793712
سرامو,54.3514318,31.8529074,2561,hairdresser,6138825193
تاپ لند,54.3526457,31.8522013,2512,clothes,6138826188
بانک تجارت,54.3769366,31.873375,2601,bank,6145548117
بانک کشاورزی,54.3759893,31.876212,2601,bank,6776364363
بانک رفاه,54.375831,31.8765486,2601,bank,6424247685
بانک سپه,54.3768757,31.9063996,2601,bank,6484133385
سلف غذاخوری دانشگاه,54.3405713,31.8415722,2301,restaurant,6140929851
نانوایی,54.383735,31.8452877,2502,bakery,6145486553
آرایشگاه مردانه,54.3836633,31.8455116,2561,hairdresser,6145489292
خدمات پلیس +۱۰,54.3819168,31.8525166,2001,police,6145492578
بانک رسالت,54.3877789,31.8421978,2601,bank,6145545781
بانک سپه,54.3859479,31.8433873,2601,bank,6484133385
بانک تجارت,54.3859672,31.8432464,2601,bank,6145548117
بانک ملت,54.3856481,31.8424931,2601,bank,6145548118
سوپر مارکت و عطاری,54.3860853,31.8433548,2501,supermarket,6145548123
سوپر مارکت,54.3810046,31.8450069,2501,supermarket,6428512586
رستوران شازده,54.3739027,31.8935962,2301,restaurant,6146787385
بادگیر قدیمی,54.3693429,31.8942533,2721,attraction,6157827086
رستوران شگالیو,54.3839573,31.8414715,2301,restaurant,6186094389
اقامتگاه سنتی خانه شما یزد,54.3749435,31.9038875,2401,hotel,6242042086
نانوایی سنگک,54.3800669,31.8392357,2502,bakery,12030231108
میوه فروش,54.3803782,31.8390633,2528,greengrocer,6295068286
خانه سنتی پستو,54.3768001,31.8887776,2404,guesthouse,6312241584
زورخانه,54.38545,31.8421525,2252,pitch,6322734514
درمانگاه قائم,54.385616,31.8432327,2111,clinic,6322749336
مجمع امور صنفی یزد,54.3759489,31.8794981,2012,community_centre,6329244291
بانک پارسیان,54.3743461,31.8796186,2601,bank,11049256435
کلانتری,54.3737159,31.8779719,2001,police,6329259072
بانک صادرات,54.3737437,31.8797419,2601,bank,7312875113
داروخانه شبانه روزی,54.3739341,31.8795414,2101,pharmacy,6329261998
موسسه کوثر,54.3742428,31.8790971,2601,bank,6332914954
سنگکی,54.3860242,31.8831278,2502,bakery,6362079689
نانوایی سنگکی,54.3912369,31.8880024,2502,bakery,6362115185
پیتزا همبر ۱۳,54.3889927,31.839044,2302,fast_food,6366690613
مدرسه دخترانه دوره دوم حمیده خیراندیش,54.3948669,31.8335269,2082,school,6366691286
سوپرمارکت,54.3826955,31.8812563,2501,supermarket,6424247785
بانک صادرات,54.380587,31.8798726,2601,bank,7312875113
بانک رفاه,54.3795526,31.8792209,2601,bank,6424247685
سوپرمارکت,54.3794923,31.8790427,2501,supermarket,6424247785
میوه فروشی کارگر,54.3815583,31.8842183,2528,greengrocer,6424890085
بانک پاسارگاد,54.3765208,31.8745719,2601,bank,6424916885
داروخانه آرمان,54.3767533,31.8776495,2101,pharmacy,6424943085
سکی,54.3743224,31.9035089,2405,hostel,6427392085
سبزی فروشی,54.3800314,31.8793642,2528,greengrocer,6432290885
سوپر مارکت,54.3778649,31.8781468,2501,supermarket,6428512586
داروخانه دکتر قاسمی,54.3770472,31.8744475,2101,pharmacy,6429807885
خشکشویی,54.3864353,31.8734734,2568,laundry,6432266886
سبزی فروشی,54.3844598,31.8752112,2528,greengrocer,6432290885
کلینیک سرطان دکتر سیدمحمدرضا مرتضویزاده,54.3556653,31.8856369,2120,doctors,6438346489
داروخانه دکتر مربی,54.3773274,31.8717052,2101,pharmacy,6466747285
بانک سپه,54.3688697,31.8387545,2601,bank,6484133385
خانه معلم شهید دادرس یزد,54.3814826,31.8617499,2401,hotel,6497355485
داروخانه دکتر وکیلیان,54.3846753,31.8714012,2101,pharmacy,6506253785
بيمه سلامت يزد,54.3794382,31.8791213,2005,post_office,6579525085
زورخانه ابوالفضل,54.3735722,31.905201,2252,pitch,6676695092
مانتو اكسيژن,54.3576439,31.8830601,2512,clothes,6757860815
کامپیوتر ایران زمین ( خرید ، فروش ، تعمیرات,54.3594472,31.8448464,2546,computer_shop,6774791775
داروخانه امامی,54.3932347,31.8907966,2101,pharmacy,6776356866
دانشگاه فاطمه زهرا یزد,54.3929341,31.8889477,2081,university,6776356869
بانک قوامین,54.3933385,31.8917484,2601,bank,6776356871
بانک کشاورزی,54.3891842,31.8858725,2601,bank,6776364363
داروخانه,54.3935686,31.8917082,2101,pharmacy,11949178792
شهربازی,54.3971393,31.8799004,2744,theme_park,6776485900
مبل کسری Kasra Furniture,54.3801794,31.8853697,2544,furniture_shop,6789986285
Mirza Reza Traditional & Historical Bath,54.3703741,31.9028515,2721,attraction,6794591847
Traditional Qanat Hotel,54.3717588,31.9045501,2401,hotel,6794595917
Yazali Museum,54.3686419,31.9010854,2722,museum,6794617518
Hammam,54.3641252,31.8953795,2721,attraction,6794620751
موزه آیینه و روشنایی یزد,54.3812808,31.8577517,2722,museum,6794905561
هنرستان پسرانه آفرینش هنر,54.3695748,31.8481752,2082,school,6797383866
پیتزا پدربزرگ,54.3691997,31.8479479,2301,restaurant,6797383867
Cafe Q,54.3596661,31.8452097,2303,cafe,6797383868
دندانپزشکی دکتر زهرا رضایی,54.3657528,31.8504774,2121,dentist,6797383869
رستوران ایتالیایی کترووا,54.366099,31.8507554,2301,restaurant,6797383870
ذبیرستان پسرانه امام سجاد,54.3690363,31.8491541,2084,college,6797383871
